Sample A,Sample B,Spearman Rho,p-value,Significant?
Control_6_2min,Phosgene_4,-0.023617396275216737,0.808302076341098,❌
MA_4,HF_4,-0.023559953794738922,0.8087594092764689,❌
Phosphine_2,DM_7,-0.02354560740834494,0.8088736392450473,❌
TA_7,HNO3_6,-0.023521790285738888,0.8090632867474801,❌
HNO3_7,Hydrazine_5,0.023483626958127134,0.8093671911604361,❌
Phosphine_7,DM_7,0.023483626958127134,0.8093671911604361,❌
MH-5,HNO3_1,0.02342685657230118,0.8098193208000071,❌
Arsine_2,Hydrazine_2,0.023422595177959197,0.8098532618433415,❌
Control_7_2min,Cl2_3,0.023369360701060146,0.8102772921158343,❌
MA_4,HNO3_1,-0.02336011203873537,0.8103509663804864,❌
Control_6_2min,MA_1,0.023336127889295483,0.8105420303277892,❌
DM_3,HF_4,-0.023336016729411664,0.8105429158821339,❌
HCHO_7,Control_5_2min,-0.02330771374342403,0.8107683991741841,❌
Arsine_7,Cl2_6,0.023293145908720773,0.810884463752507,❌
Ammonia_4,HNO3_3,-0.023283508150180533,0.8109612517735454,❌
HCl_3,Hydrazine_4,-0.02321682052454581,0.811492628845484,❌
DM_3,Cl2_1,-0.023202585580737782,0.8116060661234651,❌
Ammonia_2,F2_4,-0.023197766917221602,0.8116444666015289,❌
HCHO_2,HNO3_6,-0.023305935716313748,0.8116645206525287,❌
F2_2,MH-4,0.023169296871169292,0.8118713567518174,❌
Ammonia_2,HF_7,0.023154951448976877,0.8119856875476847,❌
Phosgene_2,Hydrazine_7,-0.023121772764514225,0.8122501316662316,❌
Ammonia_5,NO2_3,-0.023016757647641637,0.8130872728254233,❌
HF_6,Hydrazine_6,0.022988341490782455,0.8133138320169079,❌
Ammonia_6,HNO3_3,-0.022964414921933247,0.8135046081134604,❌
Control_5_2min,F2_5,-0.022950343326861328,0.8136168116597715,❌
HCHO_5,HCN_4,-0.022938325414186264,0.8137126426173503,❌
Diborane_7,MH-1,0.022902490550644066,0.8139984064962438,❌
H2S_3,DM_3,0.02281669477073747,0.8146826810665025,❌
Ammonia_4,HCl_6,0.022807167967075364,0.8147586718436872,❌
HCHO_4,SO2_3,0.022788657119733307,0.8149063289717973,❌
DM_4,HCl_6,-0.02277387839488962,0.8150242203984912,❌
Arsine_7,MH-7,-0.02275969656919987,0.8151373541805402,❌
Phosphine_2,Hydrazine_2,0.02275487893782395,0.8151757871110963,❌
Control_5_2min,HCl_1,-0.02270740694046242,0.8155545211221454,❌
HF_4,Hydrazine_5,0.022669137296442154,0.8158598692225817,❌
MA_3,HNO3_7,-0.022583341867845993,0.8165445189686739,❌
HCHO_6,Arsine_2,0.022553454007148303,0.816783057318837,❌
HCHO_5,Diborane_4,0.022535761409592583,0.8169242717986636,❌
HNO3_2,Hydrazine_5,0.02252147113628462,0.8170383347101311,❌
DM_3,Cl2_7,0.02251183705355016,0.8171152347322268,❌
Phosgene_3,DM_3,0.022492997733619877,0.8172656167111142,❌
HCHO_3,SO2_6,0.022488127164381016,0.8173044963612299,❌
HCHO_5,H2S_3,-0.022478546777971998,0.8173809737400648,❌
MA_2,F2_3,-0.022473729838901748,0.817419426581266,❌
DM_6,F2_4,0.022454676231577545,0.8175715326741169,❌
Control_4_2min,SO2_5,0.022445737478875558,0.8176428936082947,❌
HCl_7,MH-2,0.02240714894777556,0.8179509753385609,❌
Ammonia_3,HF_3,-0.022383385135761862,0.8181407138025625,❌
Cl2_5,Hydrazine_6,-0.022354751278042245,0.8183693503392155,❌
HCl_2,Hydrazine_1,-0.022350094317269056,0.8184065368277955,❌
HCHO_2,H2S_6,0.022439272891413498,0.8185454243139508,❌
HCHO_5,F2_1,-0.022330934155182842,0.8185595376606278,❌
Arsine_2,Phosgene_6,0.022322204800471184,0.8186292469782208,❌
MA_1,HF_5,-0.022321354143161002,0.8186360400806174,❌
Arsine_2,F2_2,0.02229838682693248,0.8188194554737755,❌
HCHO_4,H2S_6,0.022260118993998004,0.8191250814368056,❌
DM_6,HCl_7,-0.02224508655101127,0.8192451454229617,❌
F2_6,Hydrazine_2,-0.022226032943687066,0.8193973324153601,❌
DM_4,NO2_4,-0.022130817616117376,0.8201579467554724,❌
MA_5,HNO3_7,-0.022116527376589104,0.8202721167483071,❌
Arsine_7,Cl2_2,0.022059418957727176,0.8207284144249198,❌
Arsine_5,Phosphine_5,0.022031205719360906,0.8209538609800031,❌
HCHO_6,H2S_5,0.022030943354085546,0.8209559575588536,❌
Phosgene_2,DM_6,0.022007021287993856,0.8211471257214095,❌
Phosgene_2,Hydrazine_5,0.021945096769218117,0.8216420311090799,❌
MA_1,HNO3_5,-0.02192604307088452,0.8217943237801253,❌
MH-3,HCN_1,0.021916881619844043,0.8218675519134735,❌
Diborane_4,Ammonia_6,-0.02191175279732105,0.8219085476267127,❌
HCl_3,Hydrazine_2,0.021902121619175548,0.8219855328720955,❌
HCHO_3,HCN_2,-0.021869038234458352,0.8222499923571273,❌
MH-1,SO2_6,0.021854591703067167,0.822365480205441,❌
F2_1,Hydrazine_6,-0.021797482524206487,0.8228220571006459,❌
Arsine_7,Phosgene_6,-0.021787903760018157,0.8228986432727903,❌
Phosphine_7,TA_6,-0.0217736134862075,0.8230129029995851,❌
Arsine_5,Phosphine_4,0.02169258360391703,0.8236608577598576,❌
Control_7_2min,Phosgene_4,-0.021673839676064927,0.8238107603124524,❌
HCl_6,MH-2,0.02166405472246668,0.8238890169470423,❌
Control_2_2min,TA_4,-0.02164546501098955,0.824037695707908,❌
Control_3_2min,H2S_7,-0.021626359394308167,0.8241905071163997,❌
DM_4,NO2_5,-0.021559259382755446,0.8247272414843563,❌
Arsine_1,Phosphine_7,0.021526325571123228,0.8249907092931427,❌
HF_1,Hydrazine_5,0.021521049472691418,0.8250329194575021,❌
Ammonia_6,HF_5,-0.021516337316401676,0.8250706183591403,❌
MH-4,HCN_2,0.02148801272823537,0.8252972333675894,❌
DM_4,Cl2_1,-0.02148304459041694,0.8253369831604056,❌
Diborane_4,Ammonia_2,-0.021468703184640767,0.8254517304218807,❌
Control_7_2min,MH-3,-0.02141894241465536,0.8258499006408091,❌
HCHO_7,Phosphine_6,0.021416458663048074,0.825869776007248,❌
Ammonia_2,NO2_7,-0.02138767422142197,0.8261001216048163,❌
Ammonia_4,NO2_3,-0.021378147417759865,0.8261763624742899,❌
DM_5,NO2_4,-0.021340040203111452,0.8264813421016084,❌
Control_5_2min,HCl_5,-0.0213307166139665,0.8265559645732363,❌
Phosphine_3,F2_5,-0.021311662824394367,0.8267084686806148,❌
DM_4,NO2_7,-0.02127816665759714,0.8269765833548206,❌
HCN_1,Hydrazine_2,-0.021178336744677458,0.8277757736405535,❌
DM_2,HCl_3,-0.02115903093353149,0.8279303469959538,❌
MH-4,HNO3_3,0.021154368298697122,0.827967679699855,❌
Control_5_2min,DM_2,0.021125888383863655,0.8281957205034024,❌
HCHO_2,HNO3_5,0.021219327614353564,0.8282545019099607,❌
MH-3,HCN_2,-0.02111179917115229,0.8283085391603568,❌
DM_4,NO2_2,-0.021097156956905696,0.828425789648931,❌
MH-4,HNO3_1,0.021068927738773512,0.8286518514503503,❌
Ammonia_5,HCN_1,-0.02098779840239516,0.8293016193788519,❌
HNO3_3,Hydrazine_2,-0.020949441252965214,0.8296088633493776,❌
HF_4,Hydrazine_6,0.020923441876417124,0.8298171351372836,❌
Phosphine_4,F2_4,-0.020906620429862067,0.8299518920637081,❌
HF_1,Hydrazine_7,-0.020901906799072955,0.8299896539337046,❌
DM_3,HF_7,-0.020887566777157703,0.8301045371914554,❌
Ammonia_5,Cl2_6,-0.02087322682366839,0.8302194234813329,❌
MA_6,HCl_2,-0.020863700020006287,0.8302957506114041,❌
Diborane_4,DM_7,0.02080658875316416,0.8307533494356486,❌
HF_3,Hydrazine_4,-0.02073990096869889,0.8312877508300877,❌
Phosphine_4,NO2_1,-0.020716083902818438,0.8314786271216758,❌
MA_2,HF_3,0.020706557076466257,0.8315549803826155,❌
Control_5_2min,DM_1,0.020699609158753816,0.8316106658301582,❌
MA_6,HF_6,-0.020687503423761897,0.8317076916052256,❌
Ammonia_5,NO2_2,-0.020663637143102116,0.8318989839152,❌
Diborane_3,MH-4,-0.020606574478757883,0.8323563906719313,❌
Arsine_2,MA_5,-0.020602547110976928,0.8323886756344623,❌
HCHO_7,F2_5,-0.02059238229545303,0.8324701620289325,❌
Control_6_2min,HCN_4,-0.0205805226943658,0.8325652369401126,❌
HCHO_5,SO2_2,-0.020577993931397157,0.8325855095965955,❌
DM_3,HCN_2,-0.020568565060095433,0.8326611001987511,❌
Control_4_2min,HCN_4,0.02054504142086324,0.8328496942183555,❌
Ammonia_4,F2_3,-0.020539788695494773,0.8328918077305818,❌
MA_4,HNO3_2,0.020508973122371293,0.833138879854068,❌
Arsine_2,F2_7,0.020502706948308438,0.833189122573958,❌
DM_4,Cl2_4,0.0204779132440139,0.8333879272007694,❌
Control_4_2min,Phosphine_5,-0.02047631183449458,0.8334007682257983,❌
Phosphine_5,MH-6,-0.020459346875707364,0.8335368057384739,❌
DM_6,Cl2_3,0.02044452065887374,0.833655697268628,❌
Control_5_2min,Phosphine_2,0.0204138502653187,0.8339016552541328,❌
Phosphine_7,Ammonia_5,0.02038740839366818,0.8341137159165185,❌
Ammonia_5,NO2_5,-0.02038740839366818,0.8341137159165185,❌
MA_5,HF_3,-0.020373118154139908,0.8342283268881454,❌
HCHO_4,Diborane_7,0.02033534988222235,0.8345312537269052,❌
Ammonia_4,Cl2_2,-0.020330199014928503,0.8345725690095535,❌
HCHO_2,HF_5,-0.020420858764462382,0.8346233403051628,❌
HCHO_2,Phosgene_1,-0.020408713073283194,0.8347203018624797,❌
Control_7_2min,HF_1,0.02023026394158223,0.8353742406046726,❌
HCHO_7,H2S_2,0.020221074218289302,0.8354479683486276,❌
HCHO_6,Diborane_6,0.020209021059529715,0.835544671158017,❌
H2S_2,TA_1,0.020140094651337377,0.8360977165788452,❌
Control_2_2min,H2S_2,0.020119042233075528,0.8362666509878129,❌
Arsine_4,Ammonia_5,0.020101795110782476,0.8364050554778254,❌
Phosphine_5,MH-3,0.020059306190463873,0.8367460413219419,❌
HCHO_4,Cl2_1,-0.02002577055908903,0.8370151957939909,❌
HCHO_5,HCN_2,-0.02000176248017657,0.8372078943948531,❌
HCHO_1,F2_1,0.020001619564337193,0.8372090415243141,❌
Ammonia_2,NO2_6,-0.019992045100052654,0.8372858927756206,❌
DM_3,HF_3,-0.01998251827370047,0.8373623631711383,❌
DM_4,Cl2_6,0.019939647555115656,0.8377064986843552,❌
Control_6_2min,HCl_7,-0.019925452229201182,0.8378204553718397,❌
Phosphine_2,Hydrazine_5,0.01991587792318232,0.8378973175086682,❌
Arsine_4,Phosgene_5,-0.019896966392829004,0.8380491429802369,❌
MA_2,F2_1,-0.01985866953112211,0.8383566158908514,❌
HCl_3,Hydrazine_3,-0.019830136281800522,0.8385857157868454,❌
Control_3_2min,SO2_7,-0.019821034309090865,0.8386588004174267,❌
Arsine_7,NO2_4,-0.01977773861206721,0.839006463609397,❌
Ammonia_1,Cl2_4,-0.01977292809395248,0.8390450938435421,❌
Cl2_4,MH-2,-0.01969676039520662,0.8396567994366401,❌
DM_4,F2_6,-0.019663369590902393,0.8399249923418287,❌
Ammonia_1,HNO3_5,0.01965150786203217,0.8400202694369246,❌
H2S_2,DM_7,0.019649313347819972,0.8400378967108675,❌
Arsine_1,HCl_5,0.019635163237882305,0.8401515583263389,❌
DM_6,F2_2,-0.019625215543932855,0.8402314657477068,❌
Arsine_2,Ammonia_6,0.019561748257624877,0.8407413212977033,❌
DM_3,HCl_5,0.019549001114636026,0.8408437316334797,❌
Arsine_1,Phosgene_5,-0.019492258119702666,0.8412996361078902,❌
HF_7,Hydrazine_2,0.01944901599797831,0.8416471023643833,❌
DM_2,F2_3,0.019406099059704477,0.8419919857152522,❌
Arsine_7,F2_2,-0.01939190122584913,0.8421060870277484,❌
HCHO_2,HCN_4,0.01948048767369429,0.8421377386931808,❌
H2S_1,Ammonia_4,0.019368037973984772,0.8422978721206107,❌
Diborane_2,MA_1,0.019358557253981033,0.8423740696931954,❌
HCHO_7,H2S_3,0.019315732438300454,0.8427182754904254,❌
Ammonia_4,NO2_7,-0.01930130421942134,0.842834249426265,❌
Arsine_1,HCl_1,0.01928032811443267,0.8430028612238752,❌
Phosphine_7,Ammonia_6,-0.019220417942867486,0.8434844749792741,❌
MA_6,HNO3_6,0.019206036182800305,0.8436000975556861,❌
TA_7,F2_3,-0.01919183739595828,0.8437142523731345,❌
DM_7,Cl2_3,-0.019186982575476103,0.843753284700043,❌
H2S_1,Hydrazine_5,-0.019167974620588963,0.8439061106136311,❌
Ammonia_2,HF_4,0.019144203150746168,0.844097243829745,❌
Arsine_2,F2_6,0.019140123535700642,0.8441300466637311,❌
DM_1,F2_6,-0.019129867315180234,0.8442125147144904,❌
HCHO_3,Hydrazine_7,0.01912519500321002,0.8442500843225809,❌
Ammonia_7,HF_6,0.019125103902004146,0.8442508168620269,❌
HNO3_5,Hydrazine_3,0.019120431567343714,0.844288387008655,❌
Phosphine_2,Ammonia_4,-0.019120386028140115,0.8442887531901704,❌
Diborane_4,Ammonia_4,-0.019110813662475874,0.8443657254824528,❌
HF_1,Hydrazine_4,-0.019082187735192966,0.8445959179933527,❌
Arsine_1,HCl_2,-0.019039725245467144,0.8449373999174525,❌
Arsine_1,Diborane_7,0.01898256319819529,0.8453971405414391,❌
Control_4_2min,SO2_4,-0.01897775449303674,0.8454358181715431,❌
HF_1,Hydrazine_3,-0.018944139320855317,0.845706203742365,❌
Phosgene_2,DM_7,-0.01890126850016442,0.8460510636422748,❌
HCl_3,Hydrazine_5,0.018863071250964588,0.8463583530623151,❌
Control_7_2min,HF_4,0.018813234761732373,0.8467593125251834,❌
Diborane_4,Ammonia_7,0.01879642839285389,0.8468945369862358,❌
Arsine_2,DM_5,0.018792381122035597,0.8469271020918141,❌
Ammonia_2,HCl_6,0.018767803214343556,0.8471248661120024,❌
MH-7,HCN_7,-0.018725110988532467,0.847468407988601,❌
HNO3_5,Hydrazine_4,-0.018696396716155986,0.8476994861564765,❌
Ammonia_3,HCl_7,-0.018667860698625093,0.8479291426048106,❌
Control_2_2min,SO2_1,0.01865895601497659,0.8480008096619551,❌
Ammonia_5,NO2_4,-0.018596320748425692,0.8485049484739451,❌
Phosphine_4,Cl2_6,-0.018534440668168898,0.849003068936883,❌
Control_7_2min,HNO3_1,0.018527604440415915,0.8490581026528997,❌
Cl2_1,MH-2,-0.018520238648189427,0.8491174003358755,❌
Phosphine_4,NO2_4,0.018505860189112353,0.849233155320575,❌
HF_5,Hydrazine_3,-0.018448743170649397,0.8496930122681396,❌
Phosphine_5,Phosgene_4,-0.018413543756522162,0.8499764326955167,❌
Control_2_2min,Phosphine_5,-0.018404279644270476,0.8500510291226192,❌
HCHO_2,NO2_6,-0.01846649702357178,0.8502563111927212,❌
HCHO_2,Phosphine_7,0.018456700473426648,0.8503348256230734,❌
Ammonia_6,HNO3_7,-0.0183153672838477,0.8507670358759454,❌
F2_5,Hydrazine_4,-0.018258162703955638,0.8512277656418149,❌
Control_6_2min,Ammonia_2,-0.01824395936835777,0.8513421680840412,❌
Phosgene_2,MA_4,-0.018220142188612284,0.851534013288896,❌
HF_7,Hydrazine_5,0.01819147491949037,0.8517649370056427,❌
Ammonia_5,Cl2_7,-0.01814856097630684,0.852110645496809,❌
HF_5,Hydrazine_4,-0.018139034172644734,0.8521873958447446,❌
DM_4,NO2_6,-0.018105776604916805,0.8524553380617929,❌
Diborane_7,MH-3,-0.018082045615591076,0.8526465389123982,❌
HCl_1,Hydrazine_6,0.018082002548489476,0.8526468859122875,❌
HCHO_1,HCN_4,-0.01807009395882371,0.8527428367793626,❌
DM_1,F2_1,0.018062905784226396,0.8528007549700288,❌
HCHO_3,Phosgene_6,0.01804857252420765,0.8529162464985127,❌
HCHO_7,HCN_2,-0.018044066965070556,0.8529525510876783,❌
Ammonia_1,HCl_7,0.0180199920451511,0.8531465455484145,❌
HCHO_2,HCN_3,-0.01809191190877385,0.8532594576639345,❌
Cl2_1,MH-4,0.0179914972670297,0.8533761663117344,❌
Phosgene_3,MH-7,0.017986819510632704,0.8534138624591006,❌
Cl2_5,Hydrazine_1,-0.017977249776933806,0.8534909821014066,❌
F2_4,Hydrazine_3,-0.017977164143049527,0.8534916722056844,❌
Control_6_2min,Ammonia_7,-0.01795815321637305,0.8536448797372231,❌
Control_5_2min,F2_1,-0.01789155033949588,0.8541816698637882,❌
HF_7,Hydrazine_6,0.017865266216572646,0.8543935267529619,❌
Control_5_2min,HCl_4,-0.017853400149429755,0.8544891737421703,❌
Ammonia_7,Cl2_5,-0.01784370325911953,0.8545673375453335,❌
Arsine_7,HNO3_1,0.017829752775543585,0.8546797907905657,❌
HF_6,Hydrazine_2,0.01779611162587484,0.8549509801980175,❌
H2S_3,Hydrazine_2,0.017777015633484806,0.8551049251077014,❌
Control_2_2min,Ammonia_4,0.017763190806773774,0.8552163791998155,❌
MH-1,SO2_2,-0.01776281003939352,0.8552194489409943,❌
Ammonia_7,HCl_2,0.0177579620261606,0.8552585337432126,❌
Cl2_6,Hydrazine_2,-0.017748435222498502,0.8553353400889794,❌
Arsine_2,H2S_4,-0.017742304289481245,0.8553847691929406,❌
Ammonia_2,Cl2_5,-0.017719854811512187,0.8555657672299017,❌
HCHO_7,SO2_3,-0.01771530237249078,0.8556024720050415,❌
H2S_7,MA_2,-0.017710328007850083,0.8556425789757435,❌
Ammonia_6,HNO3_6,-0.01769607994917694,0.855757459293264,❌
Arsine_1,TA_7,0.017686974377066695,0.8558308779623071,❌
Arsine_7,Hydrazine_4,-0.017658014700128403,0.8560643894148992,❌
HCHO_5,Control_3_2min,0.017646484402313655,0.8561573654782979,❌
DM_4,F2_1,0.01758656333211072,0.856640578521296,❌
Ammonia_5,HF_2,0.017586479560242743,0.8566412541080916,❌
F2_5,Hydrazine_1,0.017581925533301193,0.8566779806798341,❌
Diborane_7,MH-6,-0.017534165662576925,0.8570631650879847,❌
F2_4,Hydrazine_4,-0.017491211523621708,0.8574096198295015,❌
MH-2,HF_6,-0.01748657306520149,0.8574470338154189,❌
Control_1_2min,Hydrazine_1,-0.017443868327900836,0.857791506709281,❌
MH-7,HNO3_1,0.01742481440409747,0.8579452116297542,❌
MA_2,HF_7,0.01741980198496368,0.8579856468861531,❌
Diborane_4,Hydrazine_2,-0.017400748332259314,0.8581393563242639,❌
HCHO_3,Diborane_5,-0.017319770308265772,0.8587926805158541,❌
HF_3,Hydrazine_7,-0.01730079906641564,0.8589457527698654,❌
Arsine_2,DM_3,-0.017287085194389654,0.859056408417585,❌
DM_3,HNO3_6,0.017253041432069127,0.8593311153915022,❌
HCl_2,Hydrazine_5,0.017253041432069127,0.8593311153915022,❌
HCHO_4,HCl_5,0.01721526223339227,0.8596359841118453,❌
Control_6_2min,HCl_2,-0.01721029378534637,0.8596760797854002,❌
Phosphine_2,DM_1,-0.017191240041490648,0.8598298479462607,❌
HF_3,Hydrazine_6,0.017172186298025437,0.8599836213438701,❌
DM_4,Cl2_7,0.01711018012851778,0.8604840788626015,❌
Control_7_2min,DM_4,-0.017086444452431963,0.8606756663258388,❌
Diborane_3,MH-2,-0.017072113484019477,0.8607913456425971,❌
Ammonia_1,NO2_3,-0.017072072823109054,0.8607916738609176,❌
Ammonia_4,HCl_2,0.01706250535882706,0.860868903903532,❌
Ammonia_7,HF_7,0.01701014845181988,0.8612915601149954,❌
F2_6,Hydrazine_5,0.016995817733192333,0.8614072530626883,❌
MA_6,HNO3_2,0.01697208156907405,0.8615988833125945,❌
MA_3,HNO3_5,-0.01697204114641115,0.8615992096655647,❌
Phosgene_1,MH-7,0.016853036094983075,0.8625600994622744,❌
Ammonia_4,HF_7,0.016852955817008883,0.8625607477234797,❌
MA_5,HF_6,-0.01684819240383279,0.8625992134310199,❌
TA_7,HNO3_2,-0.016810205209305873,0.8629059806522941,❌
DM_4,HNO3_7,-0.016695802946654407,0.8638299639624427,❌
F2_3,Hydrazine_4,0.016624272390370304,0.864407782272318,❌
Control_2_2min,Phosphine_3,0.01661768138749791,0.8644610274858862,❌
HCHO_7,Diborane_6,0.016610179987328676,0.8645216280541088,❌
HF_5,Hydrazine_7,-0.016586244182855973,0.8647150003184976,❌
DM_6,F2_3,0.016586165175721892,0.8647156386135303,❌
DM_2,NO2_7,0.016586165175721892,0.8647156386135303,❌
Diborane_4,DM_1,0.01656242706006202,0.864907421706027,❌
HNO3_7,Hydrazine_7,0.016557703071272238,0.8649455883160065,❌
HF_6,Hydrazine_4,-0.016505226655154262,0.8653695828618985,❌
Ammonia_3,HNO3_2,-0.01650296286416554,0.8653878745109287,❌
MA_6,HCl_5,0.016500423942762965,0.8654083893247518,❌
Phosphine_4,Cl2_3,-0.016471882762921625,0.8656390119035665,❌
HCl_2,Hydrazine_2,0.016424209513466136,0.8660242533498512,❌
H2S_1,Hydrazine_7,-0.01641479999528312,0.866100294176657,❌
Arsine_7,Hydrazine_7,-0.016393403578301546,0.8662732088775027,❌
HF_3,Hydrazine_5,0.01638614132575199,0.8663319000557439,❌
Arsine_4,Ammonia_3,-0.016376848528859605,0.8664070024968196,❌
H2S_1,MA_6,-0.01633850719399109,0.8667168817128729,❌
DM_3,HNO3_2,-0.016314728985146965,0.8669090701656207,❌
MA_2,HF_4,0.016271858164456067,0.8672555951111575,❌
H2S_3,DM_4,0.016252765756821455,0.8674099271848249,❌
HCHO_7,HCN_6,-0.016217156031660844,0.8676977890874766,❌
Control_1_2min,Hydrazine_2,-0.016209972253399863,0.8677558634129569,❌
MA_2,HCl_4,-0.01620509302923776,0.8677953079119255,❌
Cl2_3,Hydrazine_5,0.016195566225575653,0.8678723251891186,❌
MH-3,HNO3_1,0.016169752630834772,0.8680810155347508,❌
Control_7_2min,HF_7,0.01615281102263641,0.8682179851147994,❌
HF_4,Hydrazine_7,-0.01605519882628661,0.86900723641212,❌
Control_6_2min,HCl_4,-0.016033725126342623,0.8691808810420483,❌
HF_4,Hydrazine_3,-0.01599803745974887,0.869469479048421,❌
Phosphine_7,Hydrazine_6,0.015962273587984254,0.8697587105044929,❌
HCl_2,Hydrazine_3,-0.01595747214605615,0.86979754228567,❌
Arsine_5,Control_2_2min,-0.015943523633754845,0.8699103529815693,❌
DM_2,NO2_3,0.015928815723036765,0.8700293082534177,❌
Ammonia_4,NO2_1,-0.01589070850838835,0.8703375269004435,❌
MH-3,HCN_4,-0.015867118243793398,0.8705283393333243,❌
HCHO_7,NO2_5,-0.01586704266161324,0.8705289506999938,❌
Diborane_4,Ammonia_1,-0.015857440230930817,0.8706066231478522,❌
DM_2,Cl2_1,-0.015847875636853748,0.8706839907648538,❌
Phosphine_5,F2_7,0.015798311322886116,0.8710849340331577,❌
HCHO_4,Control_7_2min,0.01576723559078538,0.8713363332871424,❌
Ammonia_4,HCl_7,0.015738279649794698,0.871570595197658,❌
HCHO_2,H2S_5,0.015806694946730655,0.8716245208647777,❌
Ammonia_2,NO2_3,-0.01571922604247049,0.8717247504334922,❌
Ammonia_4,NO2_5,-0.015714500067923208,0.871762987176657,❌
MH-6,HNO3_4,-0.01570977407095319,0.871801224396644,❌
Control_6_2min,HCN_2,0.01570043419136023,0.8718767926073678,❌
Arsine_7,HNO3_3,-0.015666903250262293,0.8721480982342676,❌
F2_4,Hydrazine_1,0.015595526171086718,0.8727256739534668,❌
Phosphine_3,F2_2,-0.015476403129972423,0.8736897537228435,❌
HCl_6,Hydrazine_7,-0.01540967832611691,0.874229847964712,❌
Phosphine_4,NO2_7,0.015400114798301221,0.8743072632919846,❌
Diborane_4,MA_2,0.015352480666540314,0.874692872115884,❌
DM_3,HF_1,-0.01534768069964846,0.8747317305371357,❌
Arsine_7,Hydrazine_5,-0.015342990382819959,0.8747697015673512,❌
Ammonia_5,F2_6,-0.015309573485000047,0.8750402403490357,❌
Arsine_2,MH-3,0.015286521049517141,0.875226878209469,❌
NO2_5,MH-3,0.015283556779625273,0.8752508781221907,❌
MA_4,HF_3,-0.015262012165786227,0.8754253153160501,❌
MH-2,HNO3_4,-0.015190560798141213,0.8760038680480099,❌
MH-1,SO2_4,-0.015185761205377138,0.8760427334348577,❌
DM_3,HCl_6,-0.015099983804433774,0.8767373777774629,❌
MH-7,HCN_4,-0.01509532826031695,0.8767750820848009,❌
Phosgene_3,Ammonia_1,0.015076346332402677,0.8769288157203017,❌
DM_2,NO2_2,0.015061876589785361,0.8770460084788334,❌
Control_4_2min,H2S_3,-0.015038346118101653,0.8772365912027624,❌
Ammonia_2,HF_1,0.01497613535682643,0.8777404948636687,❌
DM_1,HCl_7,-0.014971407612453058,0.8777787913259879,❌
Phosphine_3,Cl2_5,0.014957188620533522,0.8778939720712877,❌
Control_4_2min,HCN_5,0.014919329870193294,0.8782006587675233,❌
F2_2,Hydrazine_2,-0.014880867320205396,0.878512255185501,❌
Control_5_2min,F2_7,-0.014847806411661032,0.8787801061480375,❌
DM_6,F2_7,-0.014809557381157181,0.8790900070015661,❌
Control_6_2min,HNO3_4,-0.014799995236941928,0.879167484151129,❌
Ammonia_2,NO2_2,-0.014795126087246467,0.8792069368117379,❌
Ammonia_1,HCl_4,-0.014742763780000705,0.8796312251066242,❌
Ammonia_5,F2_7,-0.014733342225770073,0.8797075709545802,❌
HCl_1,MH-2,0.01472854369861155,0.8797464553688032,❌
MH-2,HNO3_1,-0.014704901634545294,0.8799380407870966,❌
MH-1,HCN_7,0.01469999809478789,0.8799777778943152,❌
Control_6_2min,MA_7,-0.014695234647576357,0.8800163800105347,❌
Control_7_2min,TA_1,0.014585710100717067,0.8809040245160527,❌
Ammonia_1,NO2_1,-0.014585571145189713,0.8809051507786221,❌
Arsine_1,HCl_4,-0.014571558550383786,0.8810187269040612,❌
Phosphine_4,HCl_6,-0.014561754079309258,0.8810981964066327,❌
MA_6,HCl_6,-0.014556955995693883,0.881137087391454,❌
HCHO_2,HNO3_7,-0.01462135109160789,0.8811780728115742,❌
Phosphine_3,HNO3_6,-0.014528479392556444,0.8813679110109,❌
Phosphine_7,TA_3,-0.014409324857674356,0.8823338528721367,❌
H2S_1,Ammonia_2,-0.014385507791793904,0.8825269497740966,❌
Phosphine_5,Phosgene_1,-0.01428105283664044,0.8833738996294397,❌
Cl2_4,Hydrazine_2,-0.014280678689492888,0.883376933555464,❌
HCl_3,MH-2,0.014271219865547531,0.8834536348796871,❌
MA_5,HCl_5,-0.014261625082168682,0.8835314397952987,❌
Control_5_2min,F2_4,0.014214126479695407,0.8839166263058973,❌
HCHO_5,F2_6,0.014185444438398094,0.8841492343686546,❌
Control_5_2min,F2_6,0.014176018902001855,0.8842256765370957,❌
Control_3_2min,SO2_2,0.014161964672176676,0.8843396599068607,❌
Arsine_3,Control_2_2min,-0.014133787469225148,0.8845681912783316,❌
MA_2,HCl_7,0.014099669419912924,0.8848449185896552,❌
HCHO_6,HNO3_1,-0.014090478209459202,0.8849194697388754,❌
Phosgene_2,DM_5,0.014071156035656677,0.8850761977741375,❌
H2S_1,MA_1,-0.014033048639327785,0.8853853114552411,❌
HCHO_5,SO2_5,-0.01399262618387538,0.8857132228677238,❌
Phosphine_3,F2_6,-0.013928286473388542,0.8862351934601089,❌
Control_3_2min,Hydrazine_6,0.013880949661450495,0.8866192552374734,❌
Ammonia_4,HCl_3,0.013842445721036135,0.8869316718927487,❌
MA_4,HNO3_3,-0.013799607971134747,0.8872792729456211,❌
DM_3,HNO3_5,-0.013780554318430385,0.8874338880720223,❌
Ammonia_4,Cl2_6,-0.013775758095401412,0.8874728087620372,❌
H2S_7,Ammonia_2,0.013756704488077203,0.8876274288052637,❌
DM_2,HNO3_6,-0.013718597273428793,0.887936681533357,❌
